"TicketID","Description"
"1367629","New staff account approved by HR for:  Alvarado, David                  Title:    Summer Intern         Division:    Operations         Office:    New York         Unit:    Information Technology         Subunit:    Program Systems Development         Cost Center:    5440         Position Type:    Intern         HR Legal Name:    David Richard Alvarado         Employee ID:    513838         Manager:            Assistant:            Program Unit:            Initiative:            Grants Manager:           Open FordSCM"
"1357156","Dear Sir,      I am trying to develop the InfoPath Form on my desktop.   The Parity software blocked running the form on my machine.   My desktop name is NYCWSS5132-0243 and IP address is 172.20.2.81.   Please help me.   Thank you.   Kwang"
"1352960","we are facing 2 issues in the Azure environment. Not sure if they are related to the Microsoft Patching.    1. SQL Server Agent job on ffazu0320 was disable. I went and start it. Every time the updates happen, we should make sure it is up, on all the Azure server listed under my name.  2. We want to add “ftp://citrix.foundationcenter.org/ “as trusted site on ffazu0319 and ffazu0320 server. We are using this site to get information from Foundation Center and store in Ford Foundation DW.    - Mitali"
"1348910","Hi GSD   Please allow q.sun to remote login nycws-student01, and allow q.sun to setup outlook mail box at nycws-student01.   Regards   Qinghua"
"1340885","please remove q.sun profile from nycws-student1 machine   I want to recreate new profile on nycws-student1 machine.  Thanks."
"1339698","Kwangkheol Kim account seems to have been decomissioned.  No email, no phone directory.  PLease reinstate immediately.  Should have been active for another 5 months."
"1337797","Webex installation"
"1337313","Please allow ADM_GALAXEDEV1 access FFEXT-52-203 from cyber ark."
"1332630","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1330839","Hi GSD,                 Please create an account CRM_CDService.  thanks                Kevin Zhao @ FORDFOUNDATION"
"1329662","I received the following email and I do not know what this relates to. What is Parity? Kindly advise."
"1323138","Please configure the printer in my system"
"1320265","Assets Tab missing in the MWatch."
"1320080","Please allow the evernote.exe and dropbox.exe on nycws4699-0243"
"1319731","From:  Agrawal, Mitali    Sent:  Thursday, May 15, 2014 12:20 AM   To:  GlobalServiceDesk   Cc:  Kothur, Kavitha   Subject:  Galaxedev5 permission      GSD,      Galaxedev5 needs permission to access the servers.        Thanks,     Mitali"
"1317808","GSD,      I need a soft token for RSA.        Thanks,     Mitali"
"1317711","GSD,      Galaxedev5 needs permission to access the servers.        Thanks,     Mitali"
"1317443","Windows Activation on FFNYC3235 server  Dear Sir,    Would you please take care of the Windows Activation on the FFNYC3235 server?  Thank you.    Kwang"
"1316975","MS Office 2010 Installation on Server FFNYC3550 and FFNYC3235 for Travel Authorization Workflow  Dear Sir,    I am developing the SharePoint Travel Authorization Workflow on FFNYC3235.  I need to have the MS Office 2010 installed on these servers for this development.  Thank you so much for your help.    Kwang"
"1316959","MS Office 2010 Installation on Server FFNYC3550 and FFNYC3235 for Travel Authorization Workflow  Dear Sir,    I am developing the SharePoint Travel Authorization Workflow on the FFNYC3550 and FFNYC3235.  I need to have the MS Office 2010 installed on these servers for this development.  Thank you so much for your help.    Kwang"
"1314307","Please unlock dll under e:\gbs windows services\tsp1services  please unlock these dlls permanent."
"1312336","I have a CISCO phone model 7945 currently in use on 2nd floor with extn - 4895. So please remove the appearance from 8th floor for the same extension."
"1311012","Hi GSD,                 Please allow the application batch process exe in ffnyc-52-220 to test the application"
"1297581","Global Service Desk:        Please install Syncplicity on my workstations, NYCWS4895-0243 and NYCWS4895B-0243. Thanks.        Cheers,     Oliver"
"1281099","Please install Microsoft .NET Framework 4.5 on FFAZU3401. It is a prerequisite for the software I am installing. Thanks."
"1279151","correct format to login with webmail"
"1278997","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1276906","EPV and Access to Servers  Please grant Kwangcheol Kim the  same priviledges as Shuyuan Zhao in all CRM and Sharepoint servers.  He will shadow Shuyuan in all of Shuyuan’s tasks.    Thanks.       Bet Mendoza"
"1276762","Visio Needed      Please install Vision 2010 on Kwancheol Kim’s workstation.  He needs it to draw topology diagrams of our applications.                 Thanks.                  Bet Mendoza          Program Systems Development"
"1276757","suspicious email related"
"1276685","Hello,                 Kindly relax Bit9 enforcement level on FFAZU3504 for software installation of updated SmartConnect v2013 Build 89. Thanks.                 Cheers,         Oliver"
"1276512","From:    Ponce, Lucius    Sent:  Monday, April 28, 2014 10:27 PM   To:  GlobalServiceDesk   Cc:  Tadros, Maged; Earley, Thomas   Subject:  FW: Important: Virus Outbreak        Please see the email I received below. It looks suspicious to me. Please check.        Thanks        Lou         From:      security@corp-it-security.com     [mailto:security@corp-it-security.com]      Sent:  Monday, April 28, 2014 12:39 PM   To:  Ponce, Lucius   Subject:  Important: Virus Outbreak        IMPORTANT - VIRUS OUTBREAK    The recent spike in traffic on our internal network was successfully correlated to a computer virus outbreak. We have taken several measures to limit the impact of the virus on our information systems and cure those affected by it. However, we require your cooperation to confirm eradication of the virus.   Please perform a quick virus check against your machine to ensure that it is not affected by the Amirecivel.C virus by clicking here at your earliest opportunity.     NOTE: This virus will not be detected by your computer's anti-virus as there is no comprehensive detection signature for it.     For more information about this virus please refer to:    http://securityresponse.symantec.com/avcenter/venc/data/w32.amirecivel.c.html#technicaldetails      Thank you once again for your cooperation.    Information Technology    FORD FOUNDATION         ******************************************************************************************  This email may contain confidential and privileged information for the sole use of the intended recipient.  Any review or distribution by others is strictly prohibited.    If you are not the intended recipient, please contact the sender and delete all copies. Thank you.  ******************************************************************************************"
"1269013","Hello,      FFSMQ0200   Please increase disk capacity for the Operating System drive – C: with an additional 2GB.       FFSMQ0300   Please increase disk capacity for the tempdb database drive – T: with an additional 1 GB. Thank you."
"1264689","A new consultant will start his engagement for the Business Applications Group on Monday, April 28.  His term is 6 months.               His name is Kwangcheol Kim.  Please set up a workstation in the consultant area on 2 nd  floor, 43 rd  Street Side.  He needs an AD account, a mailbox, and access to FordNet.  He also needs access to use ADM_Sharepoint and ADM_CRM accounts.               I am cc’ing my manager, George Fertig, who had approved this request."
"1260995","Hello,      I am trying to install eConnect on FFAZU3300 and receiving the following error message.      Cheers,   Oliver"
"1259790","Please export this file with updated data. FORGBS Complete Mwatch ticket details"
"1258703","I have always been able to get to ClickDimensions support page.  Today, I cannot.  I get the message below.  Please unblock."
"1258289","Hi,        The ffazu0523 is no longer needed, please remove this server from domain        Thanks,     Kevin Zhao @ FORDFOUNDATION"
"1257653","Sathish called in to check if any changes made to VPN client recently."
"1250066","Can you set up Outlook on the Student machines for the following users?    We only need one machine per user.                  ·               Lossa, Grace;          ·               Somwaru-Jailall, Rashma;          ·               Silkworth, Rachel         ·               Wollensack, Rebecca                 Please let us know which machine has been set up for which user.    It would be helpful if the machines were close to each other."
"1249218","add ADM_GBS as admin to server ffnyc-52-301 and FFNYC-52-205 and FFNYC-52-208"
"1243633","Pleas allow SMTP for server ffsmq0523  thanks,  Kevin Zhao @ FORDFOUNDATION"
"1215499","Firewall differences between Production and QA environments  In the CRM QA environment, I do not get the proper ClickDimensions icons when changing CD settings.  In CRM Production, the icons show up.  ClickDimensions think it’s a difference in the firewall settings of these two environments.    If there is indeed a firewall difference, can you please set the CRM QA environment to have the same firewall settings as the CRM production environment.  The IP address that need an exception are found in http://help.clickdimensions.com/what-firewall-changes-are-needed-to-allow-clickdimensions-proper-access-to-your-crm-deployment/.    Please let me know if you need additional information.         Bet Mendoza"
"1209477","Hello GSD,      One of the project which I am working currently, needs more  memory. The application crashes a lot on my existing machine. Cannot work  consistently.        Thanks,     Mitali"
"1191681","I noticed that my ffponce profile does not have sys admin rights on the GP Test Terminal Server (FFNYC3250). Please provide those rights.    Thanks"
"1190455","Please add these computers in the domain.     Local user id/password:  q.sun/320E43rd                VM Name        VM Images        CPU     (Cores)        RAM         Actual Name"
"1187861","Dear GSD,    Can we change the label/name from “Correspondence Control CMS Issue” to “CRM CMS Issue”?      Members of CRM CMS Group:                   Bet Mendoza, Shuyuan Zhao, Henry Kwok         NOTE:   Correspondence Control Unit (CCU) has been renamed Correspondence Management Unit (CMU)   Correspondence Control Unit System (CCU) has been renamed Correspondence Management System (CMS)   CMS System is now a part of CRM and no longer a part of GBS.   CCU System has been decommissioned.       Thanks,   Henry"
"1187496","I would like WebEx installed on my workstation. Thank you.     Cheers,  Oliver"
"1167037","We received call from Henry requesting if we can shorten the MWatch ticket e-mail notifications for GBS group. The way it appears now “FordGBS (Grant and Budgets System)” to just “FordGBS” so that it will easy to identify the category from the Inbox view. Please find the attachment."
"1163801","Please relax Bit9 security on CRM Production server FFSMQ0211 from March 26 through 28.      Thanks."
"1163276","please allow our new version of code on ffnyc-52-517     Please allow this dll, it is developed by us."
"1160347","Hi Helpdesk    please add these users to the group of 'FFSMQ0523 Admins LCL'  q.sun  k.zhao  N.Oliva  thanks,  Qinghua"
"1148989","ffsmq0401  ffsmq0402  need to change the enforcement"
"1148988","ffsmq0401  ffsmq0402  need to change the enforcement"
"1135138","Qinghua needed assistance with getting his active-sync settings updated on his Android phone in order to restore email access."
"1123351","Still application exe blocking in ffsmq3302 server.                Please allow this exe, it is affecting UAT testing"
"1119183","Request to change the computer Name and location to   NYCWS4995-0243 - 2-43 (230)"
"1119166","Request to change the computer Name and location to 1-42 (109) - NYCWS5375-0142."
"1118586","Dear GSD,   Would it be possible for Margaret Hempel or Jenny Toomey to rdp into the student testing machines as students or as themselves?   Thanks,   Henry"
"1105121","Hi Helpdesk   Please add adm_gbs into local administrators group of ffnyc0523, also allow adm_gbs to RDP from cyber ark into this server.   Thanks,   Qinghua"
"1096787","Bet is troubleshooting an issue surrounding the CRM add-in and requires admin rights to access the system registry to delete a reg-file/key."
"1092342","The user requested to have his Slate Tablet configured so that he would be able to log into the VPN."
"1089438","Need ability to execute this file"
"1083577","Approved the PSSDIAG.exe on BIT9 for server ffazu0317  please allow the exe file to run on ffazu0317, see image  below  thanks"
"1081477","Are we having network issues? My network connectivity went down. I had to reboot to get it back.      A user is experiencing problems connecting to ClickDimensions.       Bet Mendoza    Program Systems Development"
"1081439","Hi,      allow new exe file in dev server      We submitted the BIT9 request using the form below before, please assist"
"1081068","Please create a server (same configuration as ffnyc0523) for new version of TFS.  This server will replace the current ffnyc0523 and ffnyc-52-324.  Both ffnyc0523 and ffnyc-52-324 can be retired after the new TFS setup.  This server should be on Tier2 also"
"1081063","Please create a Premises SQL2012 database server (Windows Server 2008 and same configuration as current ffnyc-52-302).  This server will be used to troubleshoot the cloud environments related issues and should be tier2."
"1078817","Dear GSD,    This is a request to set up NYCWS4644B-0243 in the same way as the Training Machines on Level B or to remove this system from any OUs so that I can set up the machine myself. My preference would be to remove this machine from the OUs. This is my test machine and I need setting changed quite often.    Thanks,   Henry      This is what I see when I go to the compatibility view settings. I am able to select/deselect “Display all websites in Compatibility view”, but I’m not able to select/deselect “Display intranet sites in Compatibility View”."
"1078307","please add q.sun to administrators group of nycit4857vd0342"
"1078129","Infrastructure sets up access and permissions to the servers.  But everything goes through the Help Desk.  So, I am cc’ing the Help Desk to route to right resource to request the following:        1)          Create an account (ADM_Semaphore) with below-stated permissions to the following servers:                   FordNet   Dev/QA             Application             ffnyc3235             FULL"
"1075857","Mitali Agrawal - Needs Developer Image on New Hard Drive    It is NOT related to IE upgrade/downgrade. Will explain in person when you are  in office. I will get the standard developer image ready for you soon.  When are  you expected to be in office? We will have to install all your softwares on the  new hard drive."
"1065092","Need to know whether do we receive mail with attachment contain compressed .exe file from other domain mail account."
"1064809","Wayne has requested a local printer on George's behalf, to be installed today."
"1064463","The user requested to be issued a iPad for use for by the department."
"1059354","We are using ffisupload account to upload doc to GBS, please enable this account."
"1056213","Hi Helpdesk   Please add nycit4857vd0342 back to fordfound.org, this i sour DEV computer.   You can login ffadmin/320E43rd now.   Regards,   Qinghua"
"1050247","the ie on my ff laptop is downgraded to IE8 somehow"
"1040421","Need admin access for ADM_GSD account to the server FFAZU0517"
"1039501","Hi Helpdesk  Please add windows azure server 2012  ffazu0523 to the foundation domain.  This is our new TFS server.  username/password: sun/320E43rd  Thanks,  Qinghua"
"1039020","Hi       Please provide admin right to adm_GBS and adm_reports to my workstation (nycws4699-0243), so we can RDP to it          regards,        Kevin Zhao @  FORD FOUNDATION"
"1037602","This is an urgent request.     Kavitha        From:  Mendoza, Bet   Sent:  Tuesday, February 11, 2014 5:43 PM   To:  Kothur, Kavitha; Zhao, Shuyuan   Cc:  Ponce, Lucius; Zhao, Kevin; Fertig, George   Subject:  RE: Access to Fordnet servers"
"1033207","Hi  Maged,        Please create the  token for GalaxEdev3 (Jayanthi).  Jayanthi has to use other's credential to work  at this moment.        Thanks       &lt;span style="'font-family: "Times New Roman","serif"; font-size: 10pt;'&gt;Regards, Kevin  Zhao @ FORDFOUNDATION"
"1026368","Hi,      Please create a new AD account (GalaxeDev7) and soft CyberArk access token for our new Galaxe Consultant.  The account should be set up same way as GalaxeDev4, including the permission.  Please let me know if you need more information       regards,        Kevin Zhao @  FORD FOUNDATION"
"1026053","Hi,      Please add GalaxeDev6 into GBS team in mWatch.        regards,        Kevin Zhao @  FORD FOUNDATION"
"1025738","Hi,      The account Adm_GalaxeDev1 need local admin permission on the following servers      -            ffnyc-52-220   -            ffnyc-52-517   -            ffnyc-52-317   -            ffnyc-52-229   -            ffnyc-52-536   -            ffnyc-52-302   -            ffazu0220   -            ffazu0517   -            ffazu0317   -            ffnyc-52-535   -            ffnyc-52-228       regards,        Kevin Zhao @  FORD FOUNDATION"
"1025285","Hi, I need a ticket for George Fertig on configuring his  Windows Surface as a VPN Client. I already finished doing everything needed, I  uninstalled his old Symantec which was stopping the connection, and instead  installed a newer version.  Thanks,     Mohammad  Salim"
"1024578","Dear GSD,    I’m writing to request an iPad for our Department (CC#5440).     Thanks,   Henry"
"1020496","We have a new consultant for BI for a period of 3 to 4 months. He will need remote access to BI QA servers and one standard client machine. How do we go about creating an id and providing him the required permissions?      Kavitha"
"1006048","Outlook configuration on LG phone."
"1000880","User called in to check the functionality of outlook on his system ."
"998951","iPad loaner"
"998094","I can’t install firefox on my laptop."
"998093","I can’t install firefox on my laptop."
"987979","Wants to know the URL to acces VPN"
"980463","Request from Henry for SOP template."
"980178","Please add GBSIIQA_BuildAdmin user to the Admin Group for  FFAZU0517 machine."
"979939","We need create these sharefolder on ffnyc-52-228, we will use these folders for PROD release in future.         E:\Easyupload         E:\FFDocumentGenerator"
"959042","We are trying to run a script in CRM DEV (ffsmq2200) when our consultant got the error message below.            This message is for high-enforcement policy for Prod servers.  Since this is a QA environment, the policy should be medium enforcement only.  Please change as necessary."
"950656","F  rom:  Kothur, Kavitha     Sent:  Friday, January 10, 2014 2:55 AM   To:  GlobalServiceDesk   Subject:  Trouble using Cyber-Ark      It is possible that the 4 digit pin code needs to be reset although I think I have it right."
"950648","Hi Maged,   Please give me the access to RDP to server ffsmq0334 and ffsqm0333.     regards,        Kevin Zhao @  FORD FOUNDATION"
"936694","Hi helpdesk   Please upgrade IE10 at nycws-psd2, we need test new version of GBS at IE10.   Thanks,   Qinghua"
"935404","Kindly add the following websites to the allowed list for servers ffsmq0401 and ffsmq0402. Thank you.        ·             greenshadesonline.com     ·             Greenshades.com     ·             DownLoadMyForms.com           Cheers,     Oliver"
"935272","GSD   , please make the changes accordingly in AD / FordSCM   for Mitali Agrawal."
"929482","Subject:Access Rights   I created map drives to data shares on FFSMQ0210 (citidirect, Inetpub and ERP Documents). Now, I can access citdirect or Inetpub when logged in as L.Ponce. Please correct."
"912199","please add me to this AD group: Sharepoint Administrators"
"892948","We are going to be integrating the funding requests made through the Ford Foundation website (ww.fordfoundation.org) into the new CMS system.  Thus, we need a data drive to hold the funding request files.  Will you please create a data drive on FFSMQ0212?  This is the same drive that houses the web service for email sign-ups.             In addition, this data drive should be open to be copied files to via FTP.             Thanks.              Bet Mendoza        Program Systems Development"
"884788","When I try to log in to CRM DEV, I get this error message:     I understand this is not the error message above does not point to the real problem.  I believe restarting the IIS service may help.  Shuyuan, our technical lead, is on vacation.          Please see what you can do to enable us to log into DEV again.      Thanks.       Bet Mendoza    Program Systems Development"
"870396","Kindly install Adobe Acrobat XI Pro on FFAZU3401. Thank you."
"869679","Citrix setup on iPhone."
"866987","Request from Bet to provide Admin access to NYCWS-student09 machine to access CRM application."
"864371","To enable the Correspondence Management Unit staff to track emails from the Office of the Secretary mailbox in CRM, they need delegated permissions on the Office of the Secretary mailbox.  Please assign the delegated permissions to:        1)             Katherine Richardson        2)             Keysha Campbell        3)             Josephine Dimayuga        4)             Bet Mendoza             The delegated permission should be:                Thank you for all your help."
"864082","laptop updates."
"863824","Requesting local admin rights for 2 users."
"863675","Please make the AD users local admins on their respective workstations.  The CMS deployment requires that these users be local admins for the CRM/Outlook configuration.             These privileges can be revoked by the end of the month."
"855731","Hi        Please add these servers to fordfoundation domain.              VM Name        Comments        IP"
"850748","Lenovo X1 Carbon Touch laptop profile."
"849260","Touchdown configuration for Android phone."
"849247","please add q.sun in the local administrators of nycws-psd2"
"719491","Process for Approval Memo"
"1525315","I think there may be something happening, or not happening with the TDL.      I have received 3 emails from users stating they did things on the TDL and the items have not progressed to the next approval level within the last hour, 2 within the last 10 minutes.      Can we please look into this immediately?"
"1525312","Req# 121931 was unit confirmed     	 User states above request was unit confirmed from TDL; item is no longer on TDL, status of request still reflects GM Confirmed, workflow shows status of LOADED"
"1524849","GSR missing for #118970     	 PO submitted this GSR however it did not go to DIR's TDL and still shows as Grants Manager Submitted.  Does not appear on POs TDL anymore."
"1522131","grantee contacts should be deactivated and related AD account should be deleted if the contacts belongs to an old grantee whose most recent grant was closed 5 years ago"
"1522127","GBS marks an grantee into PPL because the report requirements for the grantee’s request was overdue.  In the case of requests, the grantee did not receive the grant, therefore the grantee does not owe any report and the overdue on report requirement for requests should not be a reason to put grantees on PPL."
"1519816","Yesterday I finalized and marked “request ready for review ” the DAGs for Request # 122779 (Children’s Action Alliance) and Request # 121228 (Voices for Illinois Children), but somehow they are missing from Jenny’s TDL. Can you please let me know what I need to do to get them back on the workflow."
"1519797","Req# 122925 - 100,000 Strong Foundation     	 I have marked this ready for review.  It should have landed in Elizabeth's TDL for her approval before going to Xav's.  I also checked Xav's and it is not there as yet. I keep refreshing Elizabeth's TDL for almost two hours and it is not there.  Can you please look into this and have it landed at her TDL?  Many thanks.   - Grant Req No: 122925    - Grantee: 100,000 Strong Foundation    - Grant Description: For the establishment and growth of our three signature projects: the 100K Strong Signature Partners Program, the 100K Strong Student Ambassadors Program, and America Strong  Please click on the link below for the Grant Page:  https://gbs.fordfound.org/FF-Grants/Main.aspx?PageId=2005&amp;RequestNo=[122925]#"
"1519776",":  Needing Urgent Help: I've lost a DAG that I'd submitted for approval          Hi Cary &amp; Kevin,               I think GBS doesn’t like me anymore.  Please help me find a DAG No. 121148 that I submitted for approval on Wednesday.  It’s not on the Rep’s tdl nor is it on mine.                 Many thanks for your help. Anna"
"1519710","Request not on the TDL for VP Recommendation     Req# 122899 was recommended by the Director, however, it is not on the TDL for VP Recommendation"
"1518647","Pre-Grant Inquiry was submitted but is not showing up on GP's TDL     	 Pre-Grant Inquiry has been submitted for approval for Req# 123104 by Margaret Hempel yesterday but it is not showing up on Mihaela Fertig's To Do List for approval. The email history in GBS shows it was submitted but only Margaret and myself were copied."
"1518462","Request #122870 not showing as approved       	 Request #122870 received Presidential approval on 07/30/2014 but its Status still shows as "Scheduled for Approval.""
"1518181","Request #123101 does not appear on General Counsel To Do List     	 This is because the conflicting information between Out-of-Agenda Approval (Y) and the expected approval period (a specific approval date).  The workflow for this request needs to be re-processed so that new tasks will be created on Ricardo's TDL.    This is a high priority item as the grant is set to be approved today.     See CCL1122 and CCL1085 for similar issue."
"1516438","Reporting Period Start Date should be a required field for reporting requirements.     	 Issue found during testing of 27.2"
"1516007","Req# 122899 was recommended by the Director, however, it is not on the TDL for VP Recommendation"
"1514742","Need to add request to 7.31.2014 Agenda     	 Please add req# 122870 to SCHEDULED FOR APPROVAL agenda for July 31, 2014...request was downgraded to change support type and needs to be added back to agenda...did not want to change agenda status in order to not include any other requests that have been VP Recommended"
"1514370","Approved grant still appearing on my TDL under "Confirm Grant Amount"     	 Request #122021 Burness Communications was approved in April but is till appearing on my TDL."
"1514338","The Grant Search features does not sort the grants properly     	 The grants list generated with the Grant Search feature is sorted by Request Number (Grant ID). Since grants closed prior to the implementation of GBS 1 were not converted until 2005, the the list (for long-time grantees) begins with 2000 but after listing 2004 grants jumps back to (for example, in the case of Harvard, 1973). The primary sort for this list should be fiscal year and the secondary sort should be PA Number (not Request Number - when there are multiple grants to an organization in one fiscal year, the grant entered first is not necessarily the one approved first)."
"1514171","Need to roll back GSR for Req 105269     	 GSR for FY 2014 was approved and needs to be reverted back to GM SUbmitted"
"1513037","Some Grantee names are not showing up in the Decreases to Appropriations Report     	 See attachment"
"1507217","Updating the GBS Fiscal Status Report           For the new Board Report in October (formerly known as "the docket"), the GBS Fiscal Status Report (found under FINANCIAL SERVICES &gt; YEAR END REPORTING)  must be updated so that instead of providing a breakdown by New York and Overseas cost centers, the report utilizes initiative names (NY and overseas amounts NOT separated).  Since there are 36 initiative names, there should be 36 rows plus additional rows for non-initiative and grand total amounts."
"1505152","GNLs drafted since 6/30 haven´t been routed to GP TDL     	 8 GNLs from Brazil office, drafted from 6/30 to 7/23, don´t appear in the Grants Processor TDL (Mihaela Fertig), and then the GNLs are not expedited.  The 8 GNLs must be shown in Mihaela Fertig TDL so that she can expedite them.    Problem already reported for 2 GNLs thru #1120 (requests #122289 &amp; 122277).    Find below the other 6 GNLs listed:  Req#121665 - GNL drafted on 6/30  Req#122130 - GNL drafted on 7/9  Req#123019 - GNL drafted on 7/15  Req#122273 - GNL drafted on 7/23  Req#122291 - GNL drafted on 7/23  Req#122270 - GNL drafted on 7/22"
"1503643","GNL drafted and submitted, but it doesn´t appear in the GP to do list     	 2 GNLs were drafted and submitted, but they don´t appear in the GP Mihaela Fertig to do list.  Req#122289 was submitted on 7/11.  Req#122277 was submitted on 7/14"
"1503546","The request 121330 is on the agenda for 7/24/2014 approval. It has been recommended by General Counsel but is not on the TDL for Presidential Approval. All other requests for the same agenda date have been approved or moved forward for Trustee Audit Committee approval. Workflow shows status of LOADED for PRESIDENTIAL RGA"
"1501399","Grant amount not on TDL     	 Req 121628, grant amount $125,000 is GM confirmed but is not on TDL for unit confirmation."
"1499279","The GBS system is very slow. Users are complaining. I don´t it´s a problema with the system or the AT&T link. Would you please check ?"
"1499206","Change RPO on closed grants     	 Please update the following grants to reflect the current RPO as being J.Toomey (Grant Maker/DPG)    Request Numbers:  • 	 114627  • 	 116822  • 	 118297  • 	 120611"
"1498719","SharePoint Production App Server( FFNYC0550) SharePoint Logs     	 The FF.Grants.DocumenthandlingService generates the unexpected errors on the SharePoint Production Server(FFNYC0550).  I think that the document handling service program may have a logical error.  Ref attachment for the assembly information and error logs."
"1498708","Grant location total does not match grant amount total     	 Does the location grant amount total should always match with the grant amount total?  I found a grant 118483 where this is not true. The target percentage says 100 % whereas the location is 99%. Please let me know your thoughts. Ref. email attached."
"1498707","GBS Application Exception     	 I noticed few users in the office experienced GBS error (ref. attachment). Please have TA apply the GPO onto the workstations, Make sure the Internet Explorer is set to standard mode (not compatibility mode) for GBS, delete temporary internet files, the restart the workstations to try again."
"1498552","CCL sharepoint site is down, please check and let me know."
"1495022","YOU CANT HIT BACK WITHIN GBS? CAN YOU SAVE YOUR SEARCHES? THANK YOU"
"1494420","As of GBS Build 27.1, which included CCL760, we now have the ability to tag the date of any document uploaded as Tax Material under the Grantee Files panel of the GBS Grantee Record. Previously, the Grants Processing Unit entered tax document dates in the “Description” field, in the format on the attached.  We would be interested in doing data cleanup of older tax documents by moving the date information from the “Description” field to the “Date” field.  Please run a report on GBS Grantee Record-Grantee File tax documents, convert the data in Excel and re-upload it to the “Date” field.  Please send the spreadsheet to Chris Gillespie for review prior to re-uploading the data. Please see attached."
"1494327","Org Assessment was accidentially submitted with wrong approver     	 the OA for National Council of Nonprofits was submitted accidential with Approver "John Kowal" instead of "Hilary Pennington".  please update"
"1492520","Unable to enter report requirements     	 I cannot enter narrative report requirement for Request 18433 for the period 11/1/2014 to 10/31/2015.  The interim financial is okay. see attached Report requirement screen shot."
"1492418","Grant Amount not on TDL for 122988     	 User Unit Confirmed amount for above request, however it is still at Fund Request, and is not on TDL; workflow admin tool shows status of LOADED for FUND REQUEST state"
"1490339","Need to revise Docket Report and GBS     	 GBS needs to be updated to capture additional information to support new docket report...revised docket report needs to be created and implemented so the Feb 2015 docket can be generated via GBS....please see Docket Business Requirements document in Requirements folder    https://fordnet.fordfound.org/ts/OPER/IT/BSD/gbs/Shared%20Documents/Forms/AllItems.aspx?RootFolder=%2Fts%2FOPER%2FIT%2FBSD%2Fgbs%2FShared%20Documents%2FRequirements%2FRevised%20Docket%202014"
"1490183","remove completed workflow data form workflow databse      	 remove  workflow data compeleted 6 months ago"
"1490003","Requests not appearing on Presidential To Do List     	 Requests #120307, #122472 and #122710 on the 07/17/2014 RGA Agenda received General Counsel Approval on 07/16/2014 but they are not showing as Approved and do not currently appear on Darren's To Do List:    See CCL992, CCL968, CCL946, CCL876, CCL823, CCL800, CCL784, CCL584, CCL553 and CCL543 for similar issue."
"1489978","Grant not showing up on TDL     	 Req# 121331 is marked Request Ready for Review, but it is not showing up on my or my Director's, Vivek Malhotra, TDL for approval."
"1489956","Create a report of grantee Sort As Name and Grantee Website information     	 In order to help us do a data cleanup of the "Sort As Name" and "Grantee Website" fields in the Grantee Record, please create a report of all grantees and include the following information:    - GBS Name  - Grantee Legal Name  - AKA Name  - Sort As Name  - Country  - Grantee Website  - Indicate fiscal year of most recent approved grant"
"1489634","unable to search grentee from easyupload    I found I am never able to upload e-mails into Grantee Profile even though it does have such a feature"
"1489386","Confirmed two amounts - Req# 122582 but they don't show on my TDL to Unit Confirm     Confirmed amounts of DAG to Fairfood International - Req# 122582 but they don't show on my TDL to proceed and Unit Confirm"
"1489323","req#122868 -   Item disappeared in my TDL         Req# 122868 .- Afesis-Corplan: I can't locate the Fund request for $8k from my To-Do-List.  I've GM confirmed it and it disappeared."
"1487834","Unable to change current RPO on closed grant     	 FF Super Admin is unable to update the Current Grant Maker on closed grants....system provides message saying record was successfully updated"
"1487757","culetsu, manuela     	 I cannot unit confirm req. 121407 Mozilla Foundation. it is not on my to do list. thank you"
"1487579","Special report needed on Article 97 charities     	 Due to recent changes in Mexico Tax Law, Grants Processing and the Mexico City office need a report of organizations registered under Article 97 [i.e., grantees with "Official Gazette Mexico (Article 97 Charity)" as the "Tax Document Type" in the Grantee Record].  The report should include the following columns:    Grantee Legal Name  GBS Name    And information on the most recently-approved grant, including:  Request #  Grant Status  Primary Grant Maker  Grants Manager  Start Date  Grant End Date (Current)    Note: This is not an urgent request."
"1487030","Copy saved queries to another users profile     	 Please copy all saved queries from Wanda Peguero and replicate them to Rosalie Mistades profile"
"1485709","I found I am never able to upload e-mails into Grantee Profile even though it does have such a feature.  Would you mind looking into this when you have a chance?  Many thanks."
"1485016","Grant/Grantee search on Fundacion     	 In order for a search on "Fundacion" to work, at least one form of the grantee name must  not have an accented "o."  Conversely, for a search on "Fundación" to work, at least one form of the grantee name must have the accented "o."  See, for example, "Fundación Liderazgo y Democracia" and "Fundacion Felipe Herrera."  The search function needs to work regardless."
"1484592","Grant Amounts for req121317 do not show up in Jeff's Confirm Amount TDL as expected     	 there are two grant amounts for this grant and they do not show up in Jeff Hernanda's TDL for "Confirm Grant Amount""
"1474417","need to intall crm roll up 11"
"1471614","When I open documents from Sharepoint in the project room i get an error and the document does not open.  The same documents open from my desktop."
"1469975","Req#122854 does not show up on ricardo's TDL"
"1469947","Need new linkage type"
