"Timestamp","Priority","Type","Subtype","Description","Source","IP Address","User","File Name","File Hash","Process Name","Rule Name","Ban Name"
"Oct 10 2014 01:37:36 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\ipass.conflictdetector.plugin\service1.exe' [da7dd88ffca0bbf409ffef010949a4db968863aeff32cf08659ec747ffe22fd3] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","service1.exe","da7dd88ffca0bbf409ffef010949a4db968863aeff32cf08659ec747ffe22fd3","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:35 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\ipass.conflictdetector.plugin\conflictmonitor.exe' [8f5a013b8d039c8635e26ab0956dc392f5508fc3a95f473bbfcab0d6be453380] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","conflictmonitor.exe","8f5a013b8d039c8635e26ab0956dc392f5508fc3a95f473bbfcab0d6be453380","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:35 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\ipass.conflictdetector.plugin\conflictdiagnostictool.exe' [9b5a652f97a0eee95758a747e98f46b532e1e9675f296293758fe8aea5d3be43] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","conflictdiagnostictool.exe","9b5a652f97a0eee95758a747e98f46b532e1e9675f296293758fe8aea5d3be43","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:33 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\btwuiext.exe' [8e94aa0e170caf0ebcd9c4fbffee36fc7710b9c8a6e4e2b2fa97a343c13f3daa] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","btwuiext.exe","8e94aa0e170caf0ebcd9c4fbffee36fc7710b9c8a6e4e2b2fa97a343c13f3daa","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:31 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\common\ipasswebhost.exe' [fcfa63ed53cf70d0d04541553827c322b635ceead9dd92e8f5f51e5c47067c15] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","ipasswebhost.exe","fcfa63ed53cf70d0d04541553827c322b635ceead9dd92e8f5f51e5c47067c15","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:31 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\ipass.softwaremanager.plugin\ipass.softwaremanager.exe' [45204f3476f02ea0a6ed50842a323a3890ceb964ffe15d7e9de11af15da43a00] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","ipass.softwaremanager.exe","45204f3476f02ea0a6ed50842a323a3890ceb964ffe15d7e9de11af15da43a00","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:30 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\ipass.softwaremanager.plugin\ipass.softwaremanager.ui.exe' [4aedc54f67213144ad69ae0b1aad24bc1ead4e3c5d6cff86759398f1b7dfc279] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","ipass.softwaremanager.ui.exe","4aedc54f67213144ad69ae0b1aad24bc1ead4e3c5d6cff86759398f1b7dfc279","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:28 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\opswat\64bitproxy.exe' [2b67d139092be29ef85efec6fcbe13bcf427f2d3a5ca3836ad22adfe38f448ea] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","64bitproxy.exe","2b67d139092be29ef85efec6fcbe13bcf427f2d3a5ca3836ad22adfe38f448ea","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:25 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\btitunesplugin.exe' [cb25ceaa0255ab98f09643d4dad6583b5217903abbaa5a5a83393e99766420d7] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","btitunesplugin.exe","cb25ceaa0255ab98f09643d4dad6583b5217903abbaa5a5a83393e99766420d7","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:25 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\btsendto_explorer.exe' [19c5906d97e782a1ab64edf36ecba3526527aa67ad623c3542309530fb520da1] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","btsendto_explorer.exe","19c5906d97e782a1ab64edf36ecba3526527aa67ad623c3542309530fb520da1","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:24 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\btwvdpdefaultsink.exe' [d34fe748c9b613d65b91ecf51a4c398ad282b426a48b6b7a0d43cfa08243af45] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","btwvdpdefaultsink.exe","d34fe748c9b613d65b91ecf51a4c398ad282b426a48b6b7a0d43cfa08243af45","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:23 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\system\system.plugin.exe' [9bf96322fd16acb4311fa3cc6d6f10a1bc6fbff5f3eaf361490dd4cb7c453199] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","system.plugin.exe","9bf96322fd16acb4311fa3cc6d6f10a1bc6fbff5f3eaf361490dd4cb7c453199","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:23 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\omsi\plug-ins\ipass.cblplugin\ipassplapui.exe' [e6b43ec77ba9ee8e960cecb72aa7e9f766ad0c843b67b60d8abd785dd5f42298] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","ipassplapui.exe","e6b43ec77ba9ee8e960cecb72aa7e9f766ad0c843b67b60d8abd785dd5f42298","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:21 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\opswat\v3testing harness.exe' [961844b12f6ce464653e0075ac6125faff3e41eaaa7805f2a160e4b8f4dc7ac0] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","v3testing harness.exe","961844b12f6ce464653e0075ac6125faff3e41eaaa7805f2a160e4b8f4dc7ac0","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:20 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\opswat\oesisservice.exe' [2cb112be123cacb067ed200f88a252336ea50aefc666b99ace91cc5000b11ec0] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","oesisservice.exe","2cb112be123cacb067ed200f88a252336ea50aefc666b99ace91cc5000b11ec0","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:19 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\bin\omlite.exe' [6d66708f044e00be8c7a5c78269c3449ad895196e7965cf7700b112a1429c0b2] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","omlite.exe","6d66708f044e00be8c7a5c78269c3449ad895196e7965cf7700b112a1429c0b2","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:19 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\btwhfconfig.exe' [4aa8b3af5cd9d665289f7528549eaa7bf98e503520ff387995e2b28f9d5bf6ff] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","btwhfconfig.exe","4aa8b3af5cd9d665289f7528549eaa7bf98e503520ff387995e2b28f9d5bf6ff","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:18 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\bluetoothheadsetproxy.exe' [a3b8395d0d2dc6bec40749afccc8485c69d7140a9047d9869eda46d6b5da9219] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","bluetoothheadsetproxy.exe","a3b8395d0d2dc6bec40749afccc8485c69d7140a9047d9869eda46d6b5da9219","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:17 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\adminutils.exe' [25ef671897664865946ff4c5d19c4e639cf358d44e0d3b3b3d53ae6b5831a893] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","adminutils.exe","25ef671897664865946ff4c5d19c4e639cf358d44e0d3b3b3d53ae6b5831a893","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:17 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\ipass\open mobile\opswat\32bitproxy.exe' [9249a197d4f480b80c3e9b4d9845f0a8a7845ccb6dae81877c4fc97197c6c6e1] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","32bitproxy.exe","9249a197d4f480b80c3e9b4d9845f0a8a7845ccb6dae81877c4fc97197c6c6e1","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:16 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\thinkpad\bluetooth software\btwhtmlprint.exe' [dfeb206cce47b5d1eaebe27a56513896341c622b1a7953728412abf9c7e8a38a] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","btwhtmlprint.exe","dfeb206cce47b5d1eaebe27a56513896341c622b1a7953728412abf9c7e8a38a","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 01:37:13 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\systemrequirementslab\inteldriver.exe' [cbaf9d357296f29baf67ed395a2c1f248cb556c200ff47d0c0206ecf5780bbaa] was blocked because it was unapproved.","FORDFOUNDATION\CHNLT152","172.20.38.148","NT AUTHORITY\SYSTEM","inteldriver.exe","cbaf9d357296f29baf67ed395a2c1f248cb556c200ff47d0c0206ecf5780bbaa","wicainventory.exe","Block unapproved executables",""
"Oct 10 2014 12:57:38 AM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\blp\wintrv\sotr20141007pch_20140907.upd' [83abd8c6da10f93499a51db6a78878b56fba62320b25e7031b6e1e1be8d78ff3] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4752A-0942","172.20.9.164","FORDFOUNDATION\d.galligan","sotr20141007pch_20140907.upd","83abd8c6da10f93499a51db6a78878b56fba62320b25e7031b6e1e1be8d78ff3","wintrv.exe","Report unapproved executables",""
"Oct 9 2014 11:50:19 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\installer\msi419.tmp' [01d12bb79bc6b7a26065da18dbcd9fee7c1c8981dd3b32bf4b62d8b60dd82fd7] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\INDWS306","172.20.42.137","NT AUTHORITY\SYSTEM","msi419.tmp","01d12bb79bc6b7a26065da18dbcd9fee7c1c8981dd3b32bf4b62d8b60dd82fd7","msiexec.exe","Report unapproved scripts",""
"Oct 9 2014 11:50:19 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\installer\msi419.tmp' [01d12bb79bc6b7a26065da18dbcd9fee7c1c8981dd3b32bf4b62d8b60dd82fd7] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\INDWS306","172.20.42.137","NT AUTHORITY\SYSTEM","msi419.tmp","01d12bb79bc6b7a26065da18dbcd9fee7c1c8981dd3b32bf4b62d8b60dd82fd7","msiexec.exe","Report unapproved executables",""
"Oct 9 2014 11:23:49 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\installer\msi5fdc.tmp' [5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3355","10.4.3.5","NT AUTHORITY\SYSTEM","msi5fdc.tmp","5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8","msiexec.exe","Block unapproved scripts",""
"Oct 9 2014 11:20:47 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\installer\msi86e8.tmp' [5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU2355","10.4.3.9","NT AUTHORITY\SYSTEM","msi86e8.tmp","5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8","msiexec.exe","Block unapproved executables",""
"Oct 9 2014 11:10:51 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\syswow64\c2mp\updatechecker.exe' [2fe84fc09f948146611b8a7ba561b848653a9493e1af0ad0d364c0ebc4f6fb33] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5030-0442","172.20.4.158","FORDFOUNDATION\M.Perkins","updatechecker.exe","2fe84fc09f948146611b8a7ba561b848653a9493e1af0ad0d364c0ebc4f6fb33","explorer.exe","Report unapproved executables",""
"Oct 9 2014 11:01:47 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\temp\{04be5d53-ad53-4a8f-afd8-27b51d5c6455}\isrt.dll' [e0926d6cbb4b4bbe673eec59325646ae8f2702e87584bf31dee28c385f45a32c] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU2235","10.4.2.15","NT AUTHORITY\SYSTEM","isrt.dll","e0926d6cbb4b4bbe673eec59325646ae8f2702e87584bf31dee28c385f45a32c","msiexec.exe","Block unapproved executables",""
"Oct 9 2014 11:01:41 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\temp\{436e7ad5-d044-4070-b435-751b844ca285}\isrt.dll' [e0926d6cbb4b4bbe673eec59325646ae8f2702e87584bf31dee28c385f45a32c] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU2235","10.4.2.15","NT AUTHORITY\SYSTEM","isrt.dll","e0926d6cbb4b4bbe673eec59325646ae8f2702e87584bf31dee28c385f45a32c","msiexec.exe","Block unapproved executables",""
"Oct 9 2014 10:56:15 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\temp\{05e7a0d5-65cb-4ea3-9c06-d01e148653fc}\isrt.dll' [e0926d6cbb4b4bbe673eec59325646ae8f2702e87584bf31dee28c385f45a32c] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","NT AUTHORITY\SYSTEM","isrt.dll","e0926d6cbb4b4bbe673eec59325646ae8f2702e87584bf31dee28c385f45a32c","msiexec.exe","Block unapproved executables",""
"Oct 9 2014 10:46:40 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\installer\msie72d.tmp' [5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\NYCWS4681-0243","172.20.2.32","NT AUTHORITY\SYSTEM","msie72d.tmp","5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8","msiexec.exe","Block unanalyzed scripts and executables",""
"Oct 9 2014 10:45:04 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\blp\wintrv\tbbc20141007.upd' [68149c4eaaaa1891ec28972c650a1cadc55e2b7f9b2d210f4346e96745f6a499] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5379B-0943","172.20.9.41","FORDFOUNDATION\e.doppstadt","tbbc20141007.upd","68149c4eaaaa1891ec28972c650a1cadc55e2b7f9b2d210f4346e96745f6a499","wintrv.exe","Report unapproved executables",""
"Oct 9 2014 10:43:43 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\blp\wintrv\sotr20141007pch_20140907.upd' [83abd8c6da10f93499a51db6a78878b56fba62320b25e7031b6e1e1be8d78ff3] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5379B-0943","172.20.9.41","FORDFOUNDATION\e.doppstadt","sotr20141007pch_20140907.upd","83abd8c6da10f93499a51db6a78878b56fba62320b25e7031b6e1e1be8d78ff3","wintrv.exe","Report unapproved executables",""
"Oct 9 2014 10:31:33 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\installer\msi294f.tmp' [5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU2550","10.4.2.14","NT AUTHORITY\SYSTEM","msi294f.tmp","5c4cc44b6be29a2b1a4f08cb8cf9357c502af72e11d31dd5b995c1f8997a18d8","msiexec.exe","Block unapproved scripts",""
"Oct 9 2014 07:59:25 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\vmware\vmware player\vprintproxy.exe' [5164641870f479559c0c8043c4d9369af7220710385f65604acab2fa269c8708] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","vprintproxy.exe","5164641870f479559c0c8043c4d9369af7220710385f65604acab2fa269c8708","vmware-vmx.exe","Report unapproved executables",""
"Oct 9 2014 07:59:23 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\vmware\vmware player\x64\ssleay32.dll' [a51dc7eeb5c1f351563ab7113f763ae5788698999b3cb544b8fb51c44b885ac3] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","ssleay32.dll","a51dc7eeb5c1f351563ab7113f763ae5788698999b3cb544b8fb51c44b885ac3","vmware-vmx.exe","Report unapproved executables",""
"Oct 9 2014 07:59:23 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\vmware\vmware player\x64\libeay32.dll' [1c70061cebfa9081a6ea9b54dd318c941f40f1d2bb936a79153b145199306028] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","libeay32.dll","1c70061cebfa9081a6ea9b54dd318c941f40f1d2bb936a79153b145199306028","vmware-vmx.exe","Report unapproved executables",""
"Oct 9 2014 07:58:37 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\beyond compare 3\bcshellex64.dll' [922234dbf3fa5bfd4947cc6a7fcfa9d21d4fb381f4c52d6140dd4be626ec4378] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","bcshellex64.dll","922234dbf3fa5bfd4947cc6a7fcfa9d21d4fb381f4c52d6140dd4be626ec4378","explorer.exe","Report unapproved executables",""
"Oct 9 2014 07:58:36 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\altova\diffdog2015\diffdogshellextension_x64.dll' [88dde5fbcef76a1c5038dc2497fcada9347541c38ae61e0bb76d180b623d69d0] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","diffdogshellextension_x64.dll","88dde5fbcef76a1c5038dc2497fcada9347541c38ae61e0bb76d180b623d69d0","explorer.exe","Report unapproved executables",""
"Oct 9 2014 07:58:31 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\winrar\formats\gz.fmt' [b5f09786ca15ab9216a70aed827a94c10b51d2854d8e49f59b08806cd8b52e79] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","gz.fmt","b5f09786ca15ab9216a70aed827a94c10b51d2854d8e49f59b08806cd8b52e79","explorer.exe","Report unapproved executables",""
"Oct 9 2014 07:58:30 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\winrar\formats\tar.fmt' [928c2ffa97e7d923a77134f4f1a292c2cec7d56d58040fbac6d2051c0bd50433] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","tar.fmt","928c2ffa97e7d923a77134f4f1a292c2cec7d56d58040fbac6d2051c0bd50433","explorer.exe","Report unapproved executables",""
"Oct 9 2014 07:58:29 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\winrar\rarext.dll' [36ca5cfa224eaf72ca1433b6e7a3ed504fe413758ff33a1199bf8db359656197] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","rarext.dll","36ca5cfa224eaf72ca1433b6e7a3ed504fe413758ff33a1199bf8db359656197","explorer.exe","Report unapproved executables",""
"Oct 9 2014 07:58:29 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files\altova\sharedbetweenversions\x64\linkdrophandler.dll' [aa6c426d6a5bac446d2045ddb9e2ea54b49d316ffe871c1a35b71cfa9b465894] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","linkdrophandler.dll","aa6c426d6a5bac446d2045ddb9e2ea54b49d316ffe871c1a35b71cfa9b465894","explorer.exe","Report unapproved executables",""
"Oct 9 2014 07:57:34 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\tiremote\tiservicemonitor.exe' [9072e5dee32ad5fb3b992b4d7240621fc6916d8c769bdabd6890188cbd456fce] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4827-0243","172.20.2.38","FORDFOUNDATION\Q.Sun","tiservicemonitor.exe","9072e5dee32ad5fb3b992b4d7240621fc6916d8c769bdabd6890188cbd456fce","runonce.exe","Report unapproved executables",""
"Oct 9 2014 07:23:04 PM","Info","Policy Enforcement","Execution block (still analyzing)","File '\\ffsmq0602\sep clients$\12.1.3 b\ford foundation - workstation fw - default\my company_workstations - firewalled_win64bit\symantec endpoint protection version 12.1.3001.165 - english\setup.exe' [                                                                ] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\NYCWS-SCCM-02","172.20.13.196","FORDFOUNDATION\adm_gsd","setup.exe","","explorer.exe","Block unanalyzed scripts and executables",""
"Oct 9 2014 05:56:27 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\r.montay\documents\i drive\utilities\junction\livescribelink.bat' [dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4835-0943","172.20.9.31","FORDFOUNDATION\r.montay","livescribelink.bat","dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373","cmd.exe","Report unapproved scripts",""
"Oct 9 2014 05:54:59 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\r.montay\documents\i drive\utilities\junction\livescribelink.bat' [dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4835-0943","172.20.9.31","FORDFOUNDATION\r.montay","livescribelink.bat","dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373","cmd.exe","Report unapproved scripts",""
"Oct 9 2014 05:50:20 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\r.montay\documents\i drive\utilities\junction\livescribelink.bat' [dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4835-0943","172.20.9.31","FORDFOUNDATION\r.montay","livescribelink.bat","dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373","cmd.exe","Report unapproved scripts",""
"Oct 9 2014 05:49:38 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\r.montay\documents\i drive\utilities\junction\livescribelink.bat' [dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4835-0943","172.20.9.31","FORDFOUNDATION\r.montay","livescribelink.bat","dc38b49f7b243a542f998da4122ed66b14688e03e826806abf11b0bb72467373","cmd.exe","Report unapproved scripts",""
"Oct 9 2014 05:47:16 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\r.montay\documents\i drive\utilities\junction\livescribelink.bat' [59ac5719a5d176f3921972d49389261b82dc9bf7fa94c3ecebb38ad45ff73f51] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4835-0943","172.20.9.31","FORDFOUNDATION\r.montay","livescribelink.bat","59ac5719a5d176f3921972d49389261b82dc9bf7fa94c3ecebb38ad45ff73f51","cmd.exe","Report unapproved scripts",""
"Oct 9 2014 05:47:16 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\r.montay\documents\i drive\utilities\junction\livescribelink.bat' [59ac5719a5d176f3921972d49389261b82dc9bf7fa94c3ecebb38ad45ff73f51] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4835-0943","172.20.9.31","FORDFOUNDATION\r.montay","livescribelink.bat","59ac5719a5d176f3921972d49389261b82dc9bf7fa94c3ecebb38ad45ff73f51","explorer.exe","Report unapproved executables",""
"Oct 9 2014 04:54:21 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\valassis\p@h-protocol\p2h\p@h.exe' [61ab22f4e3d0842954c85dfcbc6179b3905ebf0bd9c0c676799555acde787fc3] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4655-0342","172.20.3.167","NT AUTHORITY\SYSTEM","p@h.exe","61ab22f4e3d0842954c85dfcbc6179b3905ebf0bd9c0c676799555acde787fc3","wicainventory.exe","Report unapproved executables",""
